,scientific_name,red_list_category,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name,country_state,animal_name,latitude,longitude
8534,Atractus occidentalis,Endangered,2014,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8535,Atractus paucidens,Vulnerable,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8536,Dipsas andiana,Near Threatened,2014,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8537,Dipsas elegans,Vulnerable,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8538,Dipsas oreas,Near Threatened,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8539,Emmochliophis miops,Critically Endangered,2014,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8540,Micrurus peruvianus,Near Threatened,2018,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Reptiles,,,,
8541,Tropidophis taczanowskyi,Near Threatened,2014,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8542,Bothrops osbornei,Vulnerable,2016,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8543,Porthidium arcosae,Endangered,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8544,Erythrolamprus juliae,Near Threatened,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8545,Epictia striatula,Vulnerable,2014,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8546,Liolaemus aparicioi,Critically Endangered,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8547,Liolaemus fittkaui,Vulnerable,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8548,Liolaemus forsteri,Endangered,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8549,Liolaemus variegatus,Vulnerable,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8550,Bothrops caribbaeus,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8551,Bothrops lanceolatus,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8552,Contomastix vittata,Vulnerable,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8553,Leptobrachium xanthops,Endangered,2015,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
8554,Oedipina chortiorum,Critically Endangered,2019,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
8555,Oedipina koehleri,Vulnerable,2019,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
8556,Oedipina motaguae,Endangered,2019,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
8557,Okapia johnstoni,Endangered,2015,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
8558,Oedipina salvadorensis,Endangered,2019,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
8559,Scutiger pingwuensis,Endangered,2019,Decreasing,Terrestial & Freshwater ,Palearctic,Global,Vertebrates,Amphibians,,,,
8560,Ameiva aggerecusans,Near Threatened,2014,Stable,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8561,Ameiva nodam,Near Threatened,2014,Stable,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8562,Desmophyllum dianthus,Endangered,2014,Decreasing,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
8563,Desmophyllum pertusum,Endangered,2014,Decreasing,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
8564,Dendrophyllia cornigera,Endangered,2014,Decreasing,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
8565,Dendrophyllia ramea,Vulnerable,2014,Unknown,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
8566,Paranemonia vouliagmeniensis,Endangered,2014,Decreasing,Marine,Palearctic,"Global, Europe & Mediterranean",Cnidarias,Sea anemones & corals,,,,
8567,Funiculina quadrangularis,Vulnerable,2014,Decreasing,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
8568,Crassophyllum thessalonicae,Endangered,2014,Decreasing,Marine,Palearctic,"Global, Europe & Mediterranean",Cnidarias,Sea anemones & corals,,,,
8569,Pennatula phosphorea,Vulnerable,2014,Decreasing,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
8570,Pennatula rubra,Vulnerable,2014,Decreasing,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
8571,Marmosops pakaraimae,Vulnerable,2016,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Mammals,,,,
8572,Apostolepis phillipsae,Vulnerable,2014,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8573,Vipera graeca,Endangered,2017,Unknown,Terrestrial,Palearctic,Global,Vertebrates,Reptiles,,,,
8574,Stenocercus arndti,Endangered,2014,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
8575,Otocinclus cocama,Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8576,Astroblepus supramollis,Vulnerable,2014,Decreasing,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8577,Ancistrus marcapatae,Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8578,Moema obliqua,Vulnerable,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8579,Astroblepus fissidens,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8580,Astroblepus formosus,Critically Endangered,2014,Decreasing,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8581,Anablepsoides intermittens,Near Threatened,2014,Stable,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8582,Chaetostoma mollinasum,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8583,Anablepsoides elongatus,Near Threatened,2014,Stable,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8584,Rhamdia xetequepeque,Critically Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8585,Hypostomus bolivianus,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8586,Orestias empyraeus,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8587,Chaetostoma marmorescens,Vulnerable,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8588,Moenkhausia margitae,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8589,Chaetostoma branickii,Vulnerable,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8590,Aposturisoma myriodon,Critically Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8591,Chaetostoma stroumpoulos,Endangered,2014,Decreasing,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8592,Orestias polonorum,Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8593,Rhamdella montana,Critically Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8594,Chaetostoma daidalmatos,Endangered,2014,Decreasing,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8595,Hyphessobrycon nigricinctus,Vulnerable,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8596,Tahuantinsuyoa chipi,Vulnerable,2014,Stable,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8597,Anablepsoides derhami,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8598,Chaetostoma loborhynchos,Endangered,2014,Decreasing,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8599,Corydoras panda,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8600,Orestias gymnota,Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8601,Chaetostoma changae,Endangered,2014,Decreasing,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8602,Trichomycterus weyrauchi,Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8603,Attonitus bounites,Vulnerable,2014,Stable,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8604,Phreatobius sanguijuela,Critically Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,BO ,,,
8605,Trichomycterus taeniops,Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8606,Nannostomus mortenthaleri,Critically Endangered,2014,Decreasing,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8607,Anablepsoides speciosus,Critically Endangered,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8608,Imparfinis cochabambae,Near Threatened,2014,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
8609,Ambystoma mexicanum,Critically Endangered,2019,Decreasing,Freshwater,Nearctic|Neotropical,Global,Vertebrates,Amphibians,,,,
8610,Rana boylii,Near Threatened,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
8611,Lithobates tlaloci,Critically Endangered,2019,Unknown,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
8612,Anaxyrus californicus,Endangered,2021,Decreasing,Terrestial & Freshwater ,Nearctic|Neotropical,Global,Vertebrates,Amphibians,,,,
8613,Incilius cristatus,Endangered,2019,Decreasing,Terrestial & Freshwater ,Nearctic|Neotropical,Global,Vertebrates,Amphibians,,,,
8614,Incilius gemmifer,Endangered,2014,Stable,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8615,Incilius macrocristatus,Near Threatened,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8616,Incilius spiculatus,Endangered,2015,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8617,Incilius tacanensis,Endangered,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8618,Incilius tutelarius,Vulnerable,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8619,Duellmanohyla chamulae,Endangered,2014,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8620,Duellmanohyla ignicolor,Near Threatened,2019,Stable,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8621,Duellmanohyla schmidtorum,Near Threatened,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8622,Exerodonta abdivita,Near Threatened,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8623,Charadrahyla altipotens,Endangered,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8624,Sarcohyla ameibothalame,Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8625,Sarcohyla arborescandens,Near Threatened,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8626,Dryophytes arboricola,Vulnerable,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8627,Exerodonta bivocata,Endangered,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8628,Sarcohyla calvicollina,Critically Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8629,Sarcohyla celata,Near Threatened,2019,Stable,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8630,Sarcohyla cembra,Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8631,Charadrahyla chaneque,Vulnerable,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8632,Sarcohyla charadricola,Critically Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8633,Exerodonta chimalapa,Endangered,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8634,Sarcohyla chryses,Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8635,Sarcohyla crassa,Critically Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8636,Sarcohyla cyanomma,Critically Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8637,Sarcohyla cyclada,Vulnerable,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8638,Bromeliohyla dendroscarta,Endangered,2019,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
8639,Ecnomiohyla echinata,Critically Endangered,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8640,Tlalocohyla godmani,Vulnerable,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8641,Sarcohyla hazelae,Vulnerable,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8642,Charadrahyla juanitae,Near Threatened,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8643,Sarcohyla labedactyla,Critically Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8644,Exerodonta melanomma,Vulnerable,2015,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8645,Megastomatohyla mixe,Critically Endangered,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8646,Megastomatohyla mixomaculata,Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8647,Sarcohyla mykter,Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8648,Charadrahyla nephila,Endangered,2019,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8649,Sarcohyla pachyderma,Critically Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8650,Megastomatohyla pellita,Critically Endangered,2019,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
8651,Sarcohyla pentheter,Vulnerable,2019,Stable,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
