,scientific_name,red_list_category,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name,country_state,animal_name,latitude,longitude
13030,Ialtris dorsalis,Near Threatened,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13031,Ialtris haetianus,Vulnerable,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13032,Ialtris parishi,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13033,Uromacer frenatus,Near Threatened,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13034,Sphaerodactylus kirbyi,Vulnerable,2011,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13035,Amerotyphlops tasymicris,Endangered,2011,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13036,Celestus barbouri,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13037,Celestus darlingtoni,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13038,Celestus haetianus,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13039,Celestus macrotus,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13040,Ptychoglossus eurylepis,Near Threatened,2013,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13041,Aristelliger hechti,Vulnerable,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13042,Geophis nigroalbus,Near Threatened,2013,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13043,Tetracheilostoma breuili,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13044,Tetracheilostoma carlae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13045,Echinosaura orcesi,Near Threatened,2013,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Reptiles,,,,
13046,Pholidobolus montium,Near Threatened,2013,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13047,Riama columbiana,Endangered,2013,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13048,Andinosaura laevis,Vulnerable,2013,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13049,Alinea lanceolata,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13050,Lepidoblepharis miyatai,Critically Endangered,2013,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13051,Micrurus spurrelli,Near Threatened,2013,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13052,Capitellum mariagalantae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13053,Capitellum metallicum,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13054,Mabuya hispaniolae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13055,Mabuya montserratae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13056,Mabuya mabouya,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13057,Spondylurus anegadae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13058,Spondylurus caicosae,Near Threatened,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13059,Spondylurus fulgidus,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13060,Spondylurus haitiae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13061,Spondylurus lineolatus,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13062,Spondylurus macleani,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13063,Spondylurus martinae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13064,Spondylurus turksae,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13065,Phyllodactylus pulcher,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13066,Erythrolamprus triscalis,Endangered,2016,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13067,Cosmocampus balli,Vulnerable,2015,Unknown,Marine,Oceanian,Global,Vertebrates,Ray-finned fishes,,,,
13068,Parupeneus porphyreus,Near Threatened,2015,Decreasing,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13069,Siganus niger,Vulnerable,2015,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13070,Siganus uspi,Near Threatened,2015,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13071,Oxymonacanthus longirostris,Vulnerable,2015,Decreasing,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13072,Amphisbaena caudalis,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13073,Amphisbaena cayemite,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13074,Amphisbaena fenestrata,Endangered,2015,Stable,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13075,Amphisbaena gonavensis,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13076,Amphisbaena innocens,Vulnerable,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13077,Amphisbaena leali,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13078,Celestus molesworthi,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13079,Leiocephalus altavelensis,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13080,Leiocephalus endomychus,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13081,Leiocephalus pratensis,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13082,Leiocephalus psammodromus,Vulnerable,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13083,Leiocephalus rhutidira,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13084,Leiocephalus vinculum,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13085,Mitophis asbolepis,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13086,Mitophis calypso,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13087,Mitophis leptepileptus,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13088,Phyllodactylus hispaniolae,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13089,Phyllodactylus sommeri,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13090,Sphaerodactylus asterulus,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13091,Sphaerodactylus beattyi,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13092,Sphaerodactylus cinereus,Vulnerable,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13093,Sphaerodactylus clenchi,Near Threatened,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13094,Sphaerodactylus cochranae,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13095,Sphaerodactylus copei,Near Threatened,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13096,Sphaerodactylus cryphius,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13097,Sphaerodactylus dacnicolor,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13098,Sphaerodactylus darlingtoni,Near Threatened,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13099,Sphaerodactylus elasmorhynchus,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13100,Sphaerodactylus epiurus,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13101,Sphaerodactylus ladae,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13102,Sphaerodactylus lazelli,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13103,Sphaerodactylus ocoae,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13104,Sphaerodactylus omoglaux,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13105,Sphaerodactylus oxyrhinus,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13106,Sphaerodactylus parkeri,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13107,Sphaerodactylus parthenopion,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13108,Sphaerodactylus perissodactylius,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13109,Sphaerodactylus plummeri,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13110,Sphaerodactylus randi,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13111,Sphaerodactylus rhabdotus,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13112,Sphaerodactylus richardsoni,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13113,Sphaerodactylus samanensis,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13114,Sphaerodactylus schuberti,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13115,Sphaerodactylus semasiops,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13116,Sphaerodactylus sommeri,Critically Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13117,Sphaerodactylus zygaena,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13118,Amerotyphlops trinitatus,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13119,Typhlops agoralionis,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13120,Cubatyphlops caymanensis,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13121,Cubatyphlops epactius,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13122,Antillotyphlops geotomus,Near Threatened,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13123,Typhlops gonavensis,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13124,Antillotyphlops monastus,Near Threatened,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13125,Typhlops sylleptor,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13126,Pseudomys australis,Vulnerable,2015,Decreasing,Terrestrial,Australasian,Global,Vertebrates,Mammals,,,,
13127,Celestus maculatus,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13128,Acerodon humilis,Endangered,2015,Decreasing,Terrestrial,Australasian,Global,Vertebrates,Mammals,,,,
13129,Allocebus trichotis,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13130,Avahi laniger,Vulnerable,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13131,Cebus trinitatis,Critically Endangered,2021,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Mammals,,,,
13132,Daubentonia madagascariensis,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,Malagasy Republic (=Madagascar),Aye-aye,,
13133,Eulemur mongoz,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,US,,37.09024,-95.712891
13134,Eulemur cinereiceps,Critically Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13135,Eulemur collaris,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,DE,,51.165691,10.451526
13136,Eulemur fulvus,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13137,Eulemur rufus,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,MG,,-18.766947,46.869107
13138,Eulemur flavifrons,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13139,Hapalemur aureus,Critically Endangered,2020,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,MG,,-18.766947,46.869107
13140,Hapalemur griseus,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13141,Prolemur simus,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13142,Hapalemur occidentalis,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13143,Indri indri,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13144,Lemur catta,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13145,Lepilemur edwardsi,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13146,Lepilemur leucopus,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13147,Lepilemur microdon,Endangered,2020,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13148,Lepilemur ruficaudatus,Critically Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13149,Lepilemur septentrionalis,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13150,Mirza coquereli,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,MG,,-18.766947,46.869107
13151,Phaner furcifer,Endangered,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13152,Phaner parienti,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13153,Phaner pallescens,Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13154,Phaner electromontis,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13155,Propithecus tattersalli,Critically Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13156,Propithecus verreauxi,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,MG,,-18.766947,46.869107
13157,Propithecus coquereli,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13158,Propithecus coronatus,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13159,Propithecus deckenii,Critically Endangered,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13160,Propithecus diadema,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13161,Propithecus edwardsi,Endangered,2020,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13162,Propithecus candidus,Critically Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13163,Propithecus perrieri,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13164,Varecia variegata,Critically Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13165,Varecia rubra,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13166,Microcebus ravelobensis,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,MG,,-18.766947,46.869107
13167,Gorilla beringei,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13168,Aotus nancymaae,Vulnerable,2018,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Mammals,,,,
13169,Microcebus tavaratra,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,PT,,39.399872,-8.224454
13170,Microcebus sambiranensis,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,MG,,-18.766947,46.869107
13171,Cheirogaleus sibreei,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13172,Avahi unicolor,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13173,Microcebus mamiratra,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13174,Cheirogaleus crossleyi,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13175,Lepilemur randrianasoloi,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13176,Lepilemur fleuretae,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13177,Eulemur rufifrons,Vulnerable,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13178,Avahi peyrierasi,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13179,Lepilemur wrightae,Endangered,2020,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13180,Avahi cleesei,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13181,Avahi meridionalis,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13182,Lepilemur aeeclis,Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13183,Hapalemur meridionalis,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13184,Avahi ramanantsoavanai,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13185,Lepilemur jamesorum,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13186,Microcebus bongolavensis,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13187,Lepilemur milanoii,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,PT,,39.399872,-8.224454
13188,Lepilemur sahamalaza,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13189,Lepilemur betsileo,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13190,Lepilemur petteri,Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13191,Lepilemur seali,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13192,Lepilemur tymerlachsoni,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13193,Lepilemur ankaranensis,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13194,Microcebus simmonsi,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13195,Lepilemur hubbardorum,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13196,Avahi betsileo,Endangered,2019,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13197,Lepilemur grewcockorum,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13198,Lepilemur otto,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13199,Microcebus margotmarshae,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13200,Microcebus arnholdi,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13201,Microcebus macarthurii,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13202,Lepilemur hollandorum,Critically Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13203,Lepilemur scottorum,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13204,Avahi mooreorum,Endangered,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13205,Cheirogaleus medius,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
13206,Cheirogaleus major,Vulnerable,2018,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,US,,37.09024,-95.712891
13207,Microcebus rufus,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,MG,,-18.766947,46.869107
13208,Microtus irani,Vulnerable,2017,Unknown,Terrestrial,Palearctic,Global,Vertebrates,Mammals,,,,
13209,Rhinophis roshanpererai,Critically Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13210,Rhinophis goweri,Critically Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13211,Rhinophis melanogaster,Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13212,Rhinophis phillipsi,Critically Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13213,Rhinophis philippinus,Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13214,Rhinophis saffragamus,Vulnerable,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13215,Cnemaspis minang,Critically Endangered,2019,Unknown,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13216,Chersobius signatus,Endangered,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Reptiles,,,,
13217,Kinixys lobatsiana,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Reptiles,,,,
13218,Chersobius boulengeri,Endangered,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Reptiles,,,,
13219,Psammobates tentorius,Near Threatened,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Reptiles,,,,
13220,Kinixys natalensis,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Reptiles,,,,
13221,Carcharhinus obsoletus,Critically Endangered,2020,Unknown,Marine,,Global,Vertebrates,Cartilaginous fishes,,,,
13222,Urolophus javanicus,Critically Endangered,2020,Unknown,Marine,,Global,Vertebrates,Cartilaginous fishes,,,,
13223,Leptobrachella pyrrhops,Endangered,2020,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
13224,Achondrostoma arcasii,Vulnerable,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
13225,Acheilognathus longipinnis,Endangered,2017,Decreasing,Freshwater,Palearctic,Global,Vertebrates,Ray-finned fishes,,,,
13226,Tachysurus aurantiacus,Near Threatened,2017,Decreasing,Freshwater,Palearctic,Global,Vertebrates,Ray-finned fishes,,,,
13227,Vitreorana parvula,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
13228,Thomasomys eleusis,Vulnerable,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Mammals,,,,
13229,Rhyncholestes raphanurus,Near Threatened,2014,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Mammals,,,,
13230,Celestus anelpistus,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13231,Chelonoidis guntheri,Critically Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13232,Chelonoidis microphyes,Endangered,2015,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13233,Ceylonthelphusa cavatrix,Endangered,2008,Unknown,Freshwater,Indomalayan,Global,Invertebrates,Crustaceans,,,,
13234,Scymnodon ringens,Vulnerable,2019,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes,,,,
13235,Dendrelaphis sinharajensis,Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13236,Squatina armata,Critically Endangered,2019,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes,,,,
13237,Squatina argentina,Critically Endangered,2017,Decreasing,Marine,Neotropical,Global,Vertebrates,Cartilaginous fishes,AR ,Argentine angelshark ,,
13238,Squatina argentina,Critically Endangered,2017,Decreasing,Marine,Neotropical,Global,Vertebrates,Cartilaginous fishes,BR ,Argentine angelshark ,,
13239,Squatina argentina,Critically Endangered,2017,Decreasing,Marine,Neotropical,Global,Vertebrates,Cartilaginous fishes,UY ,Argentine angelshark ,,
13240,Telatrygon biasa,Vulnerable,2020,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes,,,,
13241,Squatina david,Near Threatened,2017,Decreasing,Marine,Neotropical,Global,Vertebrates,Cartilaginous fishes,,,,
13242,Pitta nympha,Vulnerable,2016,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13243,Picoides ramsayi,Vulnerable,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13244,Sitta yunnanensis,Near Threatened,2016,Decreasing,Terrestrial,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13245,Todiramphus reichenbachii,Vulnerable,2017,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13246,Urocitellus nancyae,Vulnerable,2019,Decreasing,Terrestrial,Nearctic,Global,Vertebrates,Mammals,,,,
13247,Hybomys eisentrauti,Endangered,2018,Unknown,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
